Source,Target,Type,Label
Khalida jarrar,Palestinian authority's legislative council,Directed,Is a socialist mp elected to
Khalida jarrar,Israeli troops,Directed,Was arrested by
Khalida jarrar,A respected palestinian intellectual,Directed,Is
Khalida jarrar,False democratic image,Directed,Shatters
Khalida jarrar,Peace process,Directed,Rejects
Khalida jarrar,Peace process,Directed,Rejects
Khalida jarrar,Security coordination,Directed,Rejects
Khalida jarrar,Palestinian lawyer,Directed,Is
Khalida jarrar,Palestine representative,Directed,Is
Khalida jarrar,Israel and its crimes,Directed,Exposed
Khalida jarrar,Antidote,Directed,Represents
Khalida jarrar,Palestinian women,Directed,Fights for
Khalida jarrar,Palestinian legislative council member,Directed,Is a
Khalida jarrar,Administrative detention order,Directed,Faces the renewal of
Khalida jarrar,Israeli attacks,Directed,Continues to resist
Khalida jarrar,31 october,Directed,Imprisoned since
Khalida jarrar,Israeli attacks,Directed,Resists
Khalida jarrar,Political prisoner,Directed,Is
Khalida jarrar,Israeli attacks,Directed,Continues to resist
Khalida jarrar,Being director or assistant to the administration of an illegal association,Directed,Accused of
Khalida jarrar,Fellow women prisoners,Directed,Organized classes for
Khalida jarrar,Vice-chair and executive director of addameer prisoner support and human rights association,Directed,Served as
Khalida jarrar,Israeli attacks,Directed,Continues to resist
Khalida jarrar,Physical and psychological torture,Directed,Subjected to
Khalida jarrar,Israeli attacks,Directed,Continues to resist
Khalida jarrar,Physical and psychological torture,Directed,Subjected to
Khalida jarrar,Full support,Directed,Reaffirm
Khalida jarrar,Prisoners,Directed,Standing beside
Khalida jarrar,Battle,Directed,Involved in
Khalida jarrar,Past,Directed,Released
Khalida jarrar,Support,Directed,Needs
Khalida jarrar,Justice and freedom,Directed,Struggle for
Khalida jarrar,Israeli attempts,Directed,Defeat
Khalida jarrar,Smear and isolate,Directed,Silence
Khalida jarrar,Work,Directed,Supporting
Khalida jarrar,Case,Directed,Publicizing
Khalida jarrar,Freedom,Directed,Demanding
Khalida jarrar,Campaign,Directed,Join
Khalida jarrar,Political prisoners,Directed,Free
Khalida jarrar,Flyers and social media images,Directed,Use
Khalida jarrar,Campaign,Directed,Join
Khalida jarrar,Khalida jarrar,Directed,Free
Khalida jarrar,@samidounnetwork channel,Directed,Join
Khalida jarrar,Telegram,Directed,On
Khalida jarrar,Israeli prison,Directed,Was released from
Khalida jarrar,2 july 2017,Directed,Was imprisoned since
Khalida jarrar,2 july 2017,Directed,Was imprisoned since
Khalida jarrar,Israeli prison,Directed,Was released from
Khalida jarrar,No charges and no trial,Directed,Remained jailed with
Khalida jarrar,Attacks of israeli occupation minister of internal security and strategic affairs,Directed,Noted
Khalida jarrar,Unjust imprisonment,Directed,Released from
Khalida jarrar,Israeli occupation forces,Directed,Arrested by
Khalida jarrar,Israeli attempt,Directed,Resisted
Khalida jarrar,Israeli occupation forces,Directed,Seized by
Khalida jarrar,12 charges,Directed,Faced
Khalida jarrar,2 years,Directed,Was imprisoned for
Khalida jarrar,Israeli occupation forces,Directed,Was seized by
Khalida jarrar,Israeli bars,Directed,Remained locked behind
Khalida jarrar,Israeli occupation,Directed,Continued to resist
Khalida jarrar,Palestinian political leader,Directed,Is
Khalida jarrar,Palestinian mother,Directed,Is
Khalida jarrar,Her lawyer,Directed,Met with
Khalida jarrar,Conditions faced by women prisoners,Directed,Spoke about
Khalida jarrar,Women prisoners' struggle,Directed,Speaks out on
Khalida jarrar,Her lawyers,Directed,Told
Khalida jarrar,Prominent social and political palestinian figure,Directed,Is known as
Khalida jarrar,Occupying power,Directed,Struggled against
Khalida jarrar,Chronic diseases,Directed,Suffers from
Khalida jarrar,Weekly check-ups,Directed,Needs
Khalida jarrar,A substitute mother,Directed,Is
Khalida jarrar,Damon prison,Directed,Is imprisoned in
Khalida jarrar,Occupying forces,Directed,Was harassed by
Khalida jarrar,15 months,Directed,Was arrested for
Khalida jarrar,Occupying forces,Directed,Was harassed by
Khalida jarrar,Victory,Directed,Was attacked for
Khalida jarrar,Pre-dawn hours,Directed,Was seized in
Khalida jarrar,20 months of israeli administrative detention,Directed,Was released from
Khalida jarrar,8-11 november days of action,Directed,Detention extended
Khalida jarrar,International pressure,Directed,Released
Khalida jarrar,From her prison cell,Directed,Issued the statement
Khalida jarrar,Early release,Directed,Denied
Khalida jarrar,Prisoner,Directed,Is
Khalida jarrar,Letter,Directed,Wrote
Khalida jarrar,Daughter,Directed,Yearning to see
Khalida jarrar,Letter,Directed,Wrote
Khalida jarrar,Damon prison,Directed,In
Khalida jarrar,Suha,Directed,Mother of
Khalida jarrar,Letter,Directed,Wrote
Khalida jarrar,Damon prison,Directed,Imprisoned in
Khalida jarrar,Release,Directed,Demanded
Khalida jarrar,Immediate release,Directed,Demand
Khalida jarrar,Leftist and prominent political leader,Directed,Imprisoned palestinian parliamentarian
Khalida jarrar,Year,Directed,Imprisoned without charge or trial
Khalida jarrar,Vice-chair,Directed,Serves as
Khalida jarrar,A longtime advocate for palestinian prisoners' freedom,Directed,Is
Khalida jarrar,Girls' education,Directed,Led efforts to continue
Khalida jarrar,Boycott of israeli military courts,Directed,Participant in
Khalida jarrar,Political charges,Directed,Is imprisoned on
Khalida jarrar,Her sentence,Directed,Has only two months remaining in
Khalida jarrar,Damon prison,Directed,Is detained in
Khalida jarrar,Israeli occupation,Directed,Is denied early release by
Khalida jarrar,Israeli occupation,Directed,Is a palestinian political prisoner of
Khalida jarrar,Israeli occupation,Directed,Denied early release by
Khalida jarrar,Imprisoned palestinian leader,Directed,Is
Khalida jarrar,Two years in israeli prison,Directed,Sentenced to
Khalida jarrar,Palestinian feminist and leftist parliamentarian,Directed,Is
Khalida jarrar,16 months of administrative detention,Directed,Held for
Khalida jarrar,Israeli attempts to suppress resistance,Directed,Part of
Khalida jarrar,Two years in israeli prison,Directed,Was sentenced to
Khalida jarrar,Eight months after her release,Directed,Was arrested
Khalida jarrar,2 years in prison,Directed,Sentenced to
Khalida jarrar,Freedom of palestinian prisoners,Directed,Advocate for
Khalida jarrar,Palestinian committee,Directed,Is a member of
Khalida jarrar,Foreword,Directed,Wrote
Khalida jarrar,2 years in prison,Directed,Sentenced to
Khalida jarrar,Israeli occupation forces,Directed,Seized by
Khalida jarrar,Palestinian,Directed,Imprisoned student activists
Khalida jarrar,Imprisonment without charge or trial,Directed,Was ordered to
Khalida jarrar,Vice-chair of the board,Directed,Serves as
Khalida jarrar,Hasharon prison,Directed,Is imprisoned at
Khalida jarrar,A human rights defender,Directed,Is
Khalida jarrar,Extended again,Directed,Was imprisoned without charge or trial
Khalida jarrar,June 2016,Directed,Was released in
Khalida jarrar,Extended,Directed,Imprisonment without charge or trial
Khalida jarrar,Immediate release,Directed,Demand
Khalida jarrar,Extended,Directed,Imprisonment without charge or trial
Khalida jarrar,Extended,Directed,Imprisonment without charge or trial
Khalida jarrar,Without charge or trial,Directed,Imprisoned
Khalida jarrar,Palestinian parliamentarian,Directed,Is
Khalida jarrar,Two years,Directed,Was sentenced to
Khalida jarrar,Administrative detention,Directed,Imprisoned without charge or trial
Khalida jarrar,Feminist,Directed,Imprisoned
Khalida jarrar,Administrative detention order,Directed,Was renewed
Khalida jarrar,Palestinian political prisoners,Directed,Works to free
Khalida jarrar,Palestinian parliamentarian,Directed,Is
Khalida jarrar,Palestinian political prisoners,Directed,Works to free
Khalida jarrar,2 july 2017,Directed,Has been imprisoned since
Khalida jarrar,Information used to deny her of her freedom,Directed,Has not been made privy to
Khalida jarrar,2 july 2017,Directed,Has been imprisoned since
Khalida jarrar,Palestinian prisoners,Directed,Has worked tirelessly over her career as an advocate for
Khalida jarrar,Palestinian legislative council,Directed,Was elected to
Khalida jarrar,Multiple times,Directed,Has been denied permission to travel
Khalida jarrar,July 2017,Directed,Has been imprisoned since
Khalida jarrar,Administrative detention,Directed,Has been held in
Khalida jarrar,Administrative detention,Directed,Has been held in
Khalida jarrar,June 2016,Directed,Was released in
Khalida jarrar,Palestinian leader,Directed,Imprisoned
Khalida jarrar,Israeli occupation,Directed,Is imprisoned by
Khalida jarrar,Palestinian legislative council,Directed,Is a member of
Khalida jarrar,Palestinian legislative council,Directed,Is a member of
Khalida jarrar,Plc's prisoners committee,Directed,Chairs
Khalida jarrar,Six months,Directed,Was renewed for
Khalida jarrar,One of the leaders,Directed,Is
Khalida jarrar,Israeli military courts,Directed,Boycotts
Khalida jarrar,End to practice of administrative detention,Directed,Is demanding
Khalida jarrar,Leading role,Directed,Has played
Khalida jarrar,Education of minor girls,Directed,Supports
Khalida jarrar,Classes on human rights,Directed,Organizes
Khalida jarrar,Teacher,Directed,Is denied
Khalida jarrar,Without charge or trial,Directed,Is imprisoned
Khalida jarrar,Protest,Directed,Is organizing
Khalida jarrar,In new york,Directed,Is being organized
Khalida jarrar,Around the world,Directed,Is being organized
Khalida jarrar,Charge or trial,Directed,Imprisoned without
Khalida jarrar,Palestinian parliamentary legitimacy,Directed,Attacked on
Khalida jarrar,Israel,Directed,Was jailed by
Khalida jarrar,Palestinian member of parliament,Directed,Is a
Khalida jarrar,2 july 2017,Directed,Was seized on
Khalida jarrar,Palestinian legislative council,Directed,Is
Khalida jarrar,Palestinian political prisoners,Directed,Works to free
Khalida jarrar,Palestinian national committee,Directed,Is a member of
Khalida jarrar,2 july 2017,Directed,Imprisoned since
Khalida jarrar,2 july 2017,Directed,Has been imprisoned since
Khalida jarrar,The palestinian legislative council,Directed,Was elected to
Khalida jarrar,Palestinian legislative council,Directed,Was elected to
Khalida jarrar,June 2016,Directed,Was released in
Khalida jarrar,July 2017,Directed,Has been imprisoned since
Khalida jarrar,Administrative detention,Directed,Has been held in
Khalida jarrar,Once,Directed,Has had her administrative detention renewed
Khalida jarrar,Administrative detention,Directed,Has been held in
Khalida jarrar,June 2016,Directed,Was released in
Khalida jarrar,Administrative detention,Directed,Imprisoned in
Khalida jarrar,Israeli occupation,Directed,Imprisoned by
Khalida jarrar,Supporting,Directed,Played a leading role in
Khalida jarrar,Classes,Directed,Organized
Khalida jarrar,International call,Directed,Signed onto
Khalida jarrar,Forcibly displace,Directed,Resisted
Khalida jarrar,Israeli occupation forces,Directed,Seized by
Khalida jarrar,12 charges,Directed,Faced
Khalida jarrar,15 months,Directed,Served
Khalida jarrar,Member,Directed,Elected as
Khalida jarrar,Prisoners committee,Directed,Chaired
Khalida jarrar,Rome statute,Directed,Acceded to
Khalida jarrar,Evidence,Directed,Presented
Khalida jarrar,Israeli crimes,Directed,Ongoing
Khalida jarrar,Advocate for freedom of palestinian prisoners,Directed,Is
Khalida jarrar,Foreword to ramzy baroud's book,Directed,Wrote
Khalida jarrar,A prisoner,Directed,Is
Khalida jarrar,Campaign,Directed,Join
Khalida jarrar,Parliamentarian,Directed,Is
Khalida jarrar,Advocate,Directed,Is
Khalida jarrar,Legislators,Directed,Arrested
Khalida jarrar,31 october,Directed,Is imprisoned since
Khalida jarrar,Holding a position in a prohibited organization,Directed,Is charged with
Khalida jarrar,Occupation forces,Directed,Was seized by
Khalida jarrar,Israeli occupation forces,Directed,Was seized by
Khalida jarrar,12 charges,Directed,Faced
Khalida jarrar,A year without charge or trial,Directed,Has been jailed for
Khalida jarrar,Collective boycott,Directed,Engaged in
Khalida jarrar,Abolition of administrative detention,Directed,Demands
Khalida jarrar,Parliamentarian,Directed,Is
Khalida jarrar,Israeli jails,Directed,Is imprisoned in
Khalida jarrar,Palestinian resistance,Directed,Is a symbol of
Palestinian prisoners,Administrative detention orders,Directed,Are held under
Palestinian prisoners,Formal charges,Directed,Detained without
Palestinian prisoners,On hunger strike,Directed,Are
Palestinian prisoners,Jailed without charge or trial,Directed,Are
Palestinian prisoners,An end to administrative detention,Directed,Demand
Palestinian prisoners,Suffering from health complications,Directed,Are
Palestinian prisoners,A one-day hunger strike,Directed,Conducted
Palestinian prisoners,Administrative detention,Directed,Are on hunger strike against
Palestinian prisoners,Solidarity and action,Directed,Call for
Palestinian prisoners,Free,Directed,Will see
