Id,Label
Adoption of ihra definition of anti-semitism,Adoption of ihra definition of anti-semitism
Samidoun analyse,Samidoun analyse
Bentalls,Bentalls
Participating in boycott,Participating in boycott
Palestinian citizens of israel,Palestinian citizens of israel
Right to return to occupied palestine,Right to return to occupied palestine
University of california berkeley,University of california berkeley
A source of resistance against palestinian censorship,A source of resistance against palestinian censorship
Propaganda,Propaganda
Rasmea odeh,Rasmea odeh
Israeli military occupation,Israeli military occupation
Rcmp,Rcmp
Access to appeal,Access to appeal
Government sanctions on israel,Government sanctions on israel
Audio message,Audio message
Attempt to forcibly erase,Attempt to forcibly erase
34,34
Notorious anti-semites,Notorious anti-semites
Nevadans for palestinian human rights,Nevadans for palestinian human rights
Freedom of political prisoners in the philippines,Freedom of political prisoners in the philippines
Advocate for palestinian prisoners,Advocate for palestinian prisoners
Israeli oppression,Israeli oppression
Palestinian members,Palestinian members
Muhammad salah,Muhammad salah
Justice for oppressed communities,Justice for oppressed communities
For displacement,For displacement
Section 3 of the prison,Section 3 of the prison
Ninety thousand hospital beds,Ninety thousand hospital beds
Palestinian identity,Palestinian identity
Military orders,Military orders
A request,A request
A palestinian writer and political activist,A palestinian writer and political activist
Legal visit,Legal visit
In an israeli prison,In an israeli prison
Mohammad mousa alansari,Mohammad mousa alansari
Israeli goods,Israeli goods
Central memorial park,Central memorial park
Eid sweets,Eid sweets
Freedom for palestinian students,Freedom for palestinian students
Unjust imprisonment,Unjust imprisonment
Oldham united4palestine,Oldham united4palestine
Expression,Expression
An anti-corporate autocracy organization,An anti-corporate autocracy organization
A palestinos,A palestinos
Liberation for their people,Liberation for their people
Revolutionary suicide,Revolutionary suicide
Interim injunction,Interim injunction
Deafening political silence,Deafening political silence
Conferenze,Conferenze
By british authorities,By british authorities
Military-police cooperation,Military-police cooperation
Palestinian leadership to go,Palestinian leadership to go
General secretary of pflp,General secretary of pflp
An international solidarity network,An international solidarity network
Transfers of conventional arms,Transfers of conventional arms
Withdrawing,Withdrawing
Immediate suspension,Immediate suspension
Organized by lengua de guzman,Organized by lengua de guzman
Imposition of things on people,Imposition of things on people
Western imperialist governments,Western imperialist governments
Palestinians and people around the world,Palestinians and people around the world
4700 keele st,4700 keele st
Balfour,Balfour
German foreigners' office,German foreigners' office
Faculty of law university of windsor,Faculty of law university of windsor
Joint activities,Joint activities
Nottingham revolutionary communist group,Nottingham revolutionary communist group
Most of them without charge or trial,Most of them without charge or trial
Potential for removal,Potential for removal
Mustapha awad,Mustapha awad
Voices,Voices
Middle east peace,Middle east peace
Special repressive forces,Special repressive forces
Demands,Demands
Fight against capitalism,Fight against capitalism
International institutions,International institutions
Rabei hamzeh,Rabei hamzeh
Fighting for the rights of,Fighting for the rights of
Us social forum,Us social forum
24 prisoners,24 prisoners
Secours rouge geneve,Secours rouge geneve
Christie love,Christie love
22 months in israeli prison,22 months in israeli prison
Harden repression,Harden repression
Forces of progress,Forces of progress
An anti-crony capitalism organization,An anti-crony capitalism organization
Sunday,Sunday
Collectif vacarme,Collectif vacarme
A network using palestinian prisoners' day of solidarity against colonial imprisonment,A network using palestinian prisoners' day of solidarity against colonial imprisonment
Palestinian memory,Palestinian memory
Labyrinth of path of negotiations,Labyrinth of path of negotiations
Political and historical responsibilities,Political and historical responsibilities
Q&a,Q&a
Panel of activists and lawyers,Panel of activists and lawyers
Mustafa .m .nasrallah,Mustafa .m .nasrallah
Killing of pc carroll,Killing of pc carroll
With international isolation,With international isolation
Dr. salman abu sitta,Dr. salman abu sitta
Only water,Only water
Zionist-imperialist projects,Zionist-imperialist projects
"The ""free mustapha"" committee","The ""free mustapha"" committee"
Seventh day,Seventh day
Radio programs,Radio programs
All who stand for justice and liberation,All who stand for justice and liberation
Struggle for liberation,Struggle for liberation
Ending isolation and solitary confinement,Ending isolation and solitary confinement
Amber rivero,Amber rivero
Joint statement,Joint statement
Call for protest,Call for protest
Jalal jabarin,Jalal jabarin
Miri regev,Miri regev
An anti-corporate poverty organization,An anti-corporate poverty organization
Palestinian human rights defender,Palestinian human rights defender
رفض السياسات والمواقف,رفض السياسات والمواقف
A north america,A north america
39 days,39 days
Zionist oppressor,Zionist oppressor
May 2021,May 2021
Services,Services
Palestinian cultural figures,Palestinian cultural figures
Flash picket for palestine,Flash picket for palestine
End to sanctions and collective punishment,End to sanctions and collective punishment
Atta al-zeer,Atta al-zeer
Port leucate,Port leucate
Canadian union public employees,Canadian union public employees
Bds calgary,Bds calgary
Organizers of the campaign to free georges abdallah,Organizers of the campaign to free georges abdallah
Kayed fasfous,Kayed fasfous
Committee of concerned scientists,Committee of concerned scientists
Massacres,Massacres
Attempts to criminalize support for justice in palestine,Attempts to criminalize support for justice in palestine
Palestinian activists,Palestinian activists
China and turkey,China and turkey
Nine palestinian political prisoners,Nine palestinian political prisoners
Use of imprisonment as a colonial weapon,Use of imprisonment as a colonial weapon
Challenging the occupation of,Challenging the occupation of
Electric shocks,Electric shocks
Evidence,Evidence
Israeli occupation projectile,Israeli occupation projectile
Our fight,Our fight
مليارات الدولارات,مليارات الدولارات
Message us,Message us
Soldaten,Soldaten
Open floor discussion,Open floor discussion
Northern california,Northern california
Khalid,Khalid
The attack on palestinian rights,The attack on palestinian rights
Dc police,Dc police
A member of the popular front for the liberation of palestine,A member of the popular front for the liberation of palestine
Arbitrary detention of palestinians,Arbitrary detention of palestinians
Palestinian leader khalida jarrar,Palestinian leader khalida jarrar
Violent abuse,Violent abuse
Bds turkey,Bds turkey
Health/care,Health/care
A policy of collective systematic neglect,A policy of collective systematic neglect
Yannick jadot,Yannick jadot
Downtown,Downtown
The office of senate majority leader chuck schumer,The office of senate majority leader chuck schumer
13 months,13 months
37 years,37 years
France and around the world,France and around the world
Critical surgeries,Critical surgeries
Chronic diseases,Chronic diseases
France-israel season,France-israel season
حق الطلبة في التعليم,حق الطلبة في التعليم
"The ""deal of the century","The ""deal of the century"
A duty,A duty
Venezuelan diplomat,Venezuelan diplomat
Colombia,Colombia
Results have been made clear,Results have been made clear
Deaths of palestinian people,Deaths of palestinian people
Dawaymeh,Dawaymeh
Richard reilly,Richard reilly
“terrorist”,“terrorist”
Irish republican prisoners,Irish republican prisoners
West london rcg,West london rcg
Native people,Native people
Black4palestine,Black4palestine
5 pm,5 pm
A task,A task
